SatisID,Tarih,NoktaID,UrunID,SorumluID,Miktar,Toplam_KG,Currency
6704,2025-11-02,8017,2003,101,14,7.0,TRY
6705,2025-11-02,8031,2002,101,1,0.25,TRY
6706,2025-11-03,8008,3001,109,2,1.0,AED
6707,2025-11-03,8020,2001,106,7,1.75,TRY
6708,2025-11-03,8025,4001,102,2,3.0,TRY
6709,2025-11-03,8032,2006,112,4,1.0,TRY
6710,2025-11-03,8020,3001,106,14,7.0,TRY
6711,2025-11-03,8033,2001,106,8,2.0,TRY
6712,2025-11-03,8018,4003,106,12,9.6,TRY
6713,2025-11-03,8030,3001,103,4,2.0,TRY
6714,2025-11-03,8001,4004,106,8,4.8,TRY
6715,2025-11-03,8033,4003,106,14,11.2,TRY
6716,2025-11-03,8028,3001,105,9,4.5,TRY
6717,2025-11-03,8028,2003,104,14,7.0,TRY
6718,2025-11-04,8019,2003,112,12,6.0,TRY
6719,2025-11-04,8052,2006,102,9,2.25,TRY
6720,2025-11-04,8033,4003,106,11,8.8,TRY
6721,2025-11-04,8011,2003,109,12,6.0,AED
6722,2025-11-04,8020,3002,106,11,11.0,TRY
6723,2025-11-04,8001,4005,106,14,4.2,TRY
6724,2025-11-04,8013,4001,108,7,10.5,EUR
6725,2025-11-04,8056,2003,105,9,4.5,TRY
6726,2025-11-04,8051,4001,111,12,18.0,TRY
6727,2025-11-04,8003,4001,104,2,3.0,TRY
6728,2025-11-05,8043,2003,103,9,4.5,TRY
6729,2025-11-05,8054,2007,110,11,2.75,USD
6730,2025-11-05,8052,3003,101,4,4.0,TRY
6731,2025-11-05,8029,3002,106,8,8.0,TRY
6732,2025-11-05,8054,2004,110,4,1.0,USD
6733,2025-11-05,8045,2005,105,2,2.0,TRY
6734,2025-11-05,8022,4003,112,9,7.2,TRY
6735,2025-11-05,8048,3003,105,12,12.0,TRY
6736,2025-11-05,8010,4001,109,7,10.5,AED
6737,2025-11-05,8054,3003,110,4,4.0,USD
6738,2025-11-05,8017,2004,102,4,1.0,TRY
6739,2025-11-05,8056,4002,105,9,27.0,TRY
6740,2025-11-05,8013,2001,108,9,2.25,EUR
6741,2025-11-05,8030,2007,112,8,2.0,TRY
6742,2025-11-06,8058,2004,106,1,0.25,TRY
6743,2025-11-06,8018,4002,106,12,36.0,TRY
6744,2025-11-06,8041,3001,111,7,3.5,TRY
6745,2025-11-06,8011,3002,109,12,12.0,AED
6746,2025-11-06,8012,2002,104,7,1.75,TRY
6747,2025-11-06,8029,3001,106,1,0.5,TRY
6748,2025-11-06,8007,4002,105,12,36.0,TRY
6749,2025-11-06,8027,2005,105,11,11.0,TRY
6750,2025-11-06,8033,4003,106,4,3.2,TRY
6751,2025-11-06,8056,4003,105,5,4.0,TRY
6752,2025-11-06,8009,3003,104,4,4.0,TRY
6753,2025-11-06,8016,2002,105,9,2.25,TRY
6754,2025-11-06,8031,4003,102,8,6.4,TRY
6755,2025-11-07,8039,2002,102,2,0.5,TRY
6756,2025-11-07,8023,4005,101,14,4.2,TRY
6757,2025-11-07,8018,3002,106,12,12.0,TRY
6758,2025-11-07,8043,2007,103,11,2.75,TRY
6759,2025-11-07,8020,2007,106,5,1.25,TRY
6760,2025-11-07,8005,4005,112,12,3.6,TRY
6761,2025-11-07,8020,4004,106,8,4.8,TRY
6762,2025-11-07,8046,2006,108,4,1.0,EUR
6763,2025-11-07,8006,2004,106,5,1.25,TRY
6764,2025-11-07,8020,4004,106,7,4.2,TRY
6765,2025-11-08,8052,2002,102,1,0.25,TRY
6766,2025-11-08,8022,2003,103,4,2.0,TRY
6767,2025-11-08,8008,3002,109,5,5.0,AED
6768,2025-11-08,8025,2004,102,7,1.75,TRY
6769,2025-11-08,8001,4001,106,14,21.0,TRY
6770,2025-11-08,8019,4003,103,11,8.8,TRY
6771,2025-11-08,8022,3002,112,8,8.0,TRY
6772,2025-11-08,8002,2003,112,7,3.5,TRY
6773,2025-11-08,8042,2001,109,5,1.25,AED
6774,2025-11-08,8009,2003,104,12,6.0,TRY
6775,2025-11-08,8015,4004,105,7,4.2,TRY
6776,2025-11-08,8058,3003,106,8,8.0,TRY
6777,2025-11-08,8034,4004,105,2,1.2,TRY
6778,2025-11-08,8050,4004,101,7,4.2,TRY
6779,2025-11-09,8042,2001,109,4,1.0,AED
6780,2025-11-09,8011,2007,109,1,0.25,AED
6781,2025-11-09,8052,2001,101,8,2.0,TRY
6782,2025-11-09,8013,2002,108,5,1.25,EUR
6783,2025-11-09,8013,3002,108,4,4.0,EUR
6784,2025-11-09,8043,2006,112,2,0.5,TRY
6785,2025-11-09,8026,4001,102,8,12.0,TRY
6786,2025-11-09,8050,2001,111,7,1.75,TRY
6787,2025-11-09,8037,2002,111,8,2.0,TRY
6788,2025-11-09,8052,2002,101,8,2.0,TRY
6789,2025-11-10,8046,3003,108,7,7.0,EUR
6790,2025-11-10,8059,2003,112,14,7.0,TRY
6791,2025-11-10,8032,4003,103,1,0.8,TRY
6792,2025-11-10,8025,2003,102,4,2.0,TRY
6793,2025-11-10,8044,2003,108,5,2.5,EUR
6794,2025-11-10,8057,3002,103,4,4.0,TRY
6795,2025-11-11,8044,3001,108,11,5.5,EUR
6796,2025-11-11,8022,4001,112,2,3.0,TRY
6797,2025-11-11,8048,2001,105,12,3.0,TRY
6798,2025-11-11,8053,2001,104,1,0.25,TRY
6799,2025-11-11,8059,4002,111,14,42.0,TRY
6800,2025-11-11,8019,4002,103,1,3.0,TRY
6801,2025-11-11,8048,2001,105,2,0.5,TRY
6802,2025-11-11,8009,3002,104,5,5.0,TRY
6803,2025-11-11,8021,4003,103,11,8.8,TRY
6804,2025-11-11,8060,2006,104,12,3.0,TRY
6805,2025-11-11,8047,2006,103,9,2.25,TRY
6806,2025-11-11,8048,2003,105,11,5.5,TRY
6807,2025-11-11,8045,4005,105,14,4.2,TRY
6808,2025-11-12,8001,4004,106,8,4.8,TRY
6809,2025-11-12,8016,3002,105,5,5.0,TRY
6810,2025-11-12,8037,2003,101,9,4.5,TRY
6811,2025-11-12,8056,2005,105,8,8.0,TRY
6812,2025-11-12,8037,2007,101,8,2.0,TRY
6813,2025-11-13,8020,4002,106,8,24.0,TRY
6814,2025-11-13,8019,4003,112,1,0.8,TRY
6815,2025-11-13,8006,3001,101,8,4.0,TRY
6816,2025-11-13,8022,2006,103,7,1.75,TRY
6817,2025-11-13,8003,4001,104,1,1.5,TRY
6818,2025-11-13,8033,4001,106,11,16.5,TRY
6819,2025-11-13,8034,2002,105,2,0.5,TRY
6820,2025-11-13,8049,3002,101,8,8.0,TRY
6821,2025-11-13,8016,2005,105,9,9.0,TRY
6822,2025-11-14,8019,2001,112,7,1.75,TRY
6823,2025-11-14,8007,4004,105,9,5.4,TRY
6824,2025-11-14,8004,3001,105,9,4.5,TRY
6825,2025-11-14,8029,4003,106,1,0.8,TRY
6826,2025-11-14,8037,4004,102,7,4.2,TRY
6827,2025-11-14,8053,3003,104,9,9.0,TRY
6828,2025-11-14,8020,2005,106,9,9.0,TRY
6829,2025-11-14,8006,2002,110,12,3.0,TRY
6830,2025-11-14,8008,4005,109,8,2.4,AED
6831,2025-11-14,8011,2007,109,1,0.25,AED
6832,2025-11-14,8039,4001,102,4,6.0,TRY
6833,2025-11-14,8011,3001,109,14,7.0,AED
6834,2025-11-14,8055,4005,112,12,3.6,TRY
6835,2025-11-14,8020,2002,106,14,3.5,TRY
6836,2025-11-15,8004,4002,105,11,33.0,TRY
6837,2025-11-15,8040,2002,105,1,0.25,TRY
6838,2025-11-15,8050,4004,102,2,1.2,TRY
6839,2025-11-15,8040,2003,105,8,4.0,TRY
6840,2025-11-15,8035,3003,112,14,14.0,TRY
6841,2025-11-15,8040,4004,105,2,1.2,TRY
6842,2025-11-16,8053,3003,104,14,14.0,TRY
6843,2025-11-16,8007,2004,105,4,1.0,TRY
6844,2025-11-16,8015,4002,103,14,42.0,TRY
6845,2025-11-16,8045,4004,105,14,8.4,TRY
6846,2025-11-16,8008,3001,109,12,6.0,AED
6847,2025-11-17,8045,2004,105,7,1.75,TRY
6848,2025-11-17,8016,3002,105,11,11.0,TRY
6849,2025-11-17,8028,3003,105,8,8.0,TRY
6850,2025-11-17,8012,2004,104,12,3.0,TRY
6851,2025-11-17,8038,4002,105,7,21.0,TRY
6852,2025-11-17,8043,2004,112,4,1.0,TRY
6853,2025-11-17,8044,4003,108,8,6.4,EUR
6854,2025-11-17,8052,4002,101,14,42.0,TRY
6855,2025-11-17,8021,4001,103,9,13.5,TRY
6856,2025-11-17,8010,3003,109,4,4.0,AED
6857,2025-11-18,8008,3003,109,7,7.0,AED
6858,2025-11-18,8011,4005,109,2,0.6,AED
6859,2025-11-18,8003,4003,104,8,6.4,TRY
6860,2025-11-18,8040,3001,105,9,4.5,TRY
6861,2025-11-18,8045,2001,105,11,2.75,TRY
6862,2025-11-18,8048,2001,105,12,3.0,TRY
6863,2025-11-19,8035,2006,112,1,0.25,TRY
6864,2025-11-19,8008,4003,109,14,11.2,AED
6865,2025-11-19,8054,4005,110,2,0.6,USD
6866,2025-11-19,8004,3002,105,12,12.0,TRY
6867,2025-11-19,8042,4004,109,8,4.8,AED
6868,2025-11-19,8047,4003,103,5,4.0,TRY
6869,2025-11-19,8003,4003,104,9,7.2,TRY
6870,2025-11-19,8001,4005,106,5,1.5,TRY
6871,2025-11-19,8037,2002,111,5,1.25,TRY
6872,2025-11-19,8012,2003,104,7,3.5,TRY
6873,2025-11-19,8040,2006,105,11,2.75,TRY
6874,2025-11-19,8029,3003,106,7,7.0,TRY
6875,2025-11-19,8026,4004,101,9,5.4,TRY
6876,2025-11-19,8018,4001,106,1,1.5,TRY
6877,2025-11-20,8021,2004,103,11,2.75,TRY
6878,2025-11-20,8057,3001,112,12,6.0,TRY
6879,2025-11-20,8013,2001,108,2,0.5,EUR
6880,2025-11-20,8010,2003,109,7,3.5,AED
6881,2025-11-20,8023,2003,102,7,3.5,TRY
6882,2025-11-20,8019,4001,103,5,7.5,TRY
6883,2025-11-20,8047,3002,112,12,12.0,TRY
6884,2025-11-21,8008,2006,109,5,1.25,AED
6885,2025-11-21,8004,2001,105,11,2.75,TRY
6886,2025-11-21,8031,2006,111,1,0.25,TRY
6887,2025-11-21,8023,3001,111,5,2.5,TRY
6888,2025-11-21,8050,4001,101,14,21.0,TRY
6889,2025-11-22,8021,2002,112,2,0.5,TRY
6890,2025-11-22,8057,2001,103,5,1.25,TRY
6891,2025-11-22,8055,2001,103,14,3.5,TRY
6892,2025-11-22,8041,4002,105,7,21.0,TRY
6893,2025-11-22,8047,4003,103,5,4.0,TRY
6894,2025-11-22,8021,3003,112,4,4.0,TRY
6895,2025-11-22,8003,3002,104,7,7.0,TRY
6896,2025-11-22,8048,2004,105,1,0.25,TRY
6897,2025-11-22,8003,2004,104,1,0.25,TRY
6898,2025-11-22,8021,4004,112,9,5.4,TRY
6899,2025-11-22,8007,3002,105,2,2.0,TRY
6900,2025-11-22,8048,4001,105,7,10.5,TRY
6901,2025-11-23,8043,2004,103,14,3.5,TRY
6902,2025-11-23,8007,2005,105,5,5.0,TRY
6903,2025-11-23,8005,3001,112,7,3.5,TRY
6904,2025-11-23,8032,2003,103,2,1.0,TRY
6905,2025-11-23,8013,2001,108,9,2.25,EUR
6906,2025-11-23,8060,2007,104,1,0.25,TRY
6907,2025-11-23,8017,2001,101,2,0.5,TRY
6908,2025-11-23,8018,2006,106,5,1.25,TRY
6909,2025-11-23,8012,2001,104,14,3.5,TRY
6910,2025-11-23,8009,2005,104,5,5.0,TRY
6911,2025-11-23,8001,4003,106,5,4.0,TRY
6912,2025-11-24,8044,2004,108,12,3.0,EUR
6913,2025-11-24,8024,2006,102,4,1.0,TRY
6914,2025-11-24,8045,4002,105,11,33.0,TRY
6915,2025-11-24,8039,2005,102,1,1.0,TRY
6916,2025-11-24,8018,2004,106,12,3.0,TRY
6917,2025-11-24,8050,4003,111,5,4.0,TRY
6918,2025-11-24,8037,4003,101,9,7.2,TRY
6919,2025-11-24,8037,2004,102,12,3.0,TRY
6920,2025-11-24,8056,4005,105,7,2.1,TRY
6921,2025-11-24,8026,3003,102,9,9.0,TRY
6922,2025-11-24,8016,4001,105,11,16.5,TRY
6923,2025-11-25,8045,4004,105,9,5.4,TRY
6924,2025-11-25,8031,3001,102,9,4.5,TRY
6925,2025-11-25,8029,3001,106,9,4.5,TRY
6926,2025-11-25,8040,3001,105,8,4.0,TRY
6927,2025-11-25,8053,3001,104,2,1.0,TRY
6928,2025-11-25,8050,2002,111,7,1.75,TRY
6929,2025-11-25,8049,2003,101,2,1.0,TRY
6930,2025-11-25,8035,2005,112,14,14.0,TRY
6931,2025-11-25,8049,4002,102,5,15.0,TRY
6932,2025-11-25,8017,3003,111,2,2.0,TRY
6933,2025-11-25,8055,4005,112,8,2.4,TRY
6934,2025-11-25,8007,2005,105,1,1.0,TRY
6935,2025-11-25,8007,4001,105,1,1.5,TRY
6936,2025-11-25,8011,2003,109,5,2.5,AED
6937,2025-11-25,8060,3001,104,14,7.0,TRY
6938,2025-11-26,8018,2006,106,5,1.25,TRY
6939,2025-11-26,8021,4002,103,14,42.0,TRY
6940,2025-11-26,8060,2007,104,5,1.25,TRY
6941,2025-11-26,8007,2001,105,8,2.0,TRY
6942,2025-11-26,8007,2001,105,4,1.0,TRY
6943,2025-11-27,8031,4001,102,4,6.0,TRY
6944,2025-11-27,8047,2003,103,2,1.0,TRY
6945,2025-11-27,8011,3001,109,11,5.5,AED
6946,2025-11-27,8002,4002,107,9,27.0,TRY
6947,2025-11-27,8010,2005,109,2,2.0,AED
6948,2025-11-27,8021,2005,103,4,4.0,TRY
6949,2025-11-27,8007,2001,105,14,3.5,TRY
6950,2025-11-27,8018,2005,106,4,4.0,TRY
6951,2025-11-27,8053,3002,104,9,9.0,TRY
6952,2025-11-27,8005,4003,112,8,6.4,TRY
6953,2025-11-27,8044,2006,108,14,3.5,EUR
6954,2025-11-27,8060,4004,104,8,4.8,TRY
6955,2025-11-28,8001,2004,106,12,3.0,TRY
6956,2025-11-28,8014,2003,105,1,0.5,TRY
6957,2025-11-28,8058,3001,106,5,2.5,TRY
6958,2025-11-28,8019,2001,103,9,2.25,TRY
6959,2025-11-28,8019,2001,103,2,0.5,TRY
6960,2025-11-28,8029,2002,106,5,1.25,TRY
6961,2025-11-28,8054,2004,110,11,2.75,USD
6962,2025-11-28,8020,2004,106,12,3.0,TRY
6963,2025-11-28,8014,2004,105,2,0.5,TRY
6964,2025-11-28,8053,2003,104,4,2.0,TRY
6965,2025-11-28,8045,2007,105,12,3.0,TRY
6966,2025-11-29,8023,4002,111,9,27.0,TRY
6967,2025-11-29,8013,2006,108,14,3.5,EUR
6968,2025-11-29,8019,3003,112,9,9.0,TRY
6969,2025-11-29,8035,2005,112,8,8.0,TRY
6970,2025-11-29,8050,2004,101,12,3.0,TRY
6971,2025-11-30,8018,2003,106,2,1.0,TRY
6972,2025-11-30,8007,2002,105,7,1.75,TRY
6973,2025-11-30,8009,4003,104,2,1.6,TRY
6974,2025-11-30,8024,3002,102,2,2.0,TRY
6975,2025-11-30,8029,2007,106,11,2.75,TRY
6976,2025-11-30,8011,4005,109,12,3.6,AED
6977,2025-11-30,8046,4003,108,2,1.6,EUR
6978,2025-11-30,8032,4001,112,1,1.5,TRY
6979,2025-11-30,8043,4004,112,9,5.4,TRY
6980,2025-11-30,8054,2006,110,14,3.5,USD
6981,2025-11-30,8049,3001,102,14,7.0,TRY
6982,2025-12-01,8046,3002,108,11,11.0,EUR
6983,2025-12-01,8037,4001,102,7,10.5,TRY
6984,2025-12-01,8058,3002,106,11,11.0,TRY
6985,2025-12-01,8050,2001,102,5,1.25,TRY
6986,2025-12-01,8050,3003,101,9,9.0,TRY
6987,2025-12-01,8007,3001,105,9,4.5,TRY
6988,2025-12-01,8018,3003,106,2,2.0,TRY
6989,2025-12-01,8028,4002,112,7,21.0,TRY
6990,2025-12-01,8035,4003,103,12,9.6,TRY
6991,2025-12-01,8041,2007,106,2,0.5,TRY
6992,2025-12-01,8015,4003,110,2,1.6,TRY
6993,2025-12-01,8035,3002,112,14,14.0,TRY
6994,2025-12-01,8001,4004,106,14,8.4,TRY
6995,2025-12-01,8029,2003,106,9,4.5,TRY
6996,2025-12-02,8058,4001,106,4,6.0,TRY
6997,2025-12-02,8045,2004,105,2,0.5,TRY
6998,2025-12-02,8034,4004,105,8,4.8,TRY
6999,2025-12-02,8048,3001,105,11,5.5,TRY
7000,2025-12-02,8037,3003,102,14,14.0,TRY
7001,2025-12-02,8027,4001,105,12,18.0,TRY
7002,2025-12-02,8023,2001,102,2,0.5,TRY
7003,2025-12-02,8029,4001,106,8,12.0,TRY
7004,2025-12-02,8011,4001,109,7,10.5,AED
7005,2025-12-02,8030,2005,103,1,1.0,TRY
7006,2025-12-02,8042,4004,109,8,4.8,AED
7007,2025-12-02,8022,3001,103,12,6.0,TRY
7008,2025-12-02,8008,4003,109,4,3.2,AED
7009,2025-12-02,8007,2007,105,14,3.5,TRY
7010,2025-12-03,8033,2006,106,14,3.5,TRY
7011,2025-12-03,8050,3001,111,14,7.0,TRY
7012,2025-12-03,8032,3001,103,12,6.0,TRY
7013,2025-12-03,8003,4002,104,2,6.0,TRY
7014,2025-12-03,8041,4005,111,5,1.5,TRY
7015,2025-12-03,8011,2002,109,8,2.0,AED
7016,2025-12-03,8050,4004,111,7,4.2,TRY
7017,2025-12-03,8037,3002,101,11,11.0,TRY
7018,2025-12-03,8053,4005,104,11,3.3,TRY
7019,2025-12-03,8007,2006,105,11,2.75,TRY
7020,2025-12-03,8032,4002,112,12,36.0,TRY
7021,2025-12-03,8021,2001,103,9,2.25,TRY
7022,2025-12-03,8045,2002,105,4,1.0,TRY
7023,2025-12-04,8001,2002,106,14,3.5,TRY
7024,2025-12-04,8007,4002,105,5,15.0,TRY
7025,2025-12-04,8014,4003,105,5,4.0,TRY
7026,2025-12-04,8018,2007,106,9,2.25,TRY
7027,2025-12-04,8054,3001,110,9,4.5,USD
7028,2025-12-04,8021,4003,112,2,1.6,TRY
7029,2025-12-05,8047,2004,112,8,2.0,TRY
7030,2025-12-05,8019,2004,112,8,2.0,TRY
7031,2025-12-05,8054,3003,110,7,7.0,USD
7032,2025-12-05,8058,2001,106,4,1.0,TRY
7033,2025-12-05,8020,2004,106,8,2.0,TRY
7034,2025-12-05,8006,2007,104,2,0.5,TRY
7035,2025-12-05,8044,4002,108,8,24.0,EUR
7036,2025-12-05,8034,2007,105,11,2.75,TRY
7037,2025-12-05,8045,3003,105,8,8.0,TRY
7038,2025-12-05,8051,3001,101,12,6.0,TRY
7039,2025-12-05,8008,4003,109,4,3.2,AED
7040,2025-12-05,8023,3001,111,9,4.5,TRY
7041,2025-12-05,8005,2002,103,11,2.75,TRY
7042,2025-12-06,8007,3001,105,5,2.5,TRY
7043,2025-12-06,8033,4005,106,1,0.3,TRY
7044,2025-12-06,8035,2006,103,12,3.0,TRY
7045,2025-12-06,8030,4001,112,5,7.5,TRY
7046,2025-12-06,8017,4002,111,12,36.0,TRY
7047,2025-12-06,8023,2003,102,8,4.0,TRY
7048,2025-12-06,8035,3003,103,9,9.0,TRY
7049,2025-12-06,8052,2003,102,8,4.0,TRY
7050,2025-12-06,8058,2007,106,9,2.25,TRY
7051,2025-12-06,8002,4001,104,11,16.5,TRY
7052,2025-12-07,8057,4003,103,11,8.8,TRY
7053,2025-12-07,8007,4003,105,8,6.4,TRY
7054,2025-12-07,8036,2003,102,7,3.5,TRY
7055,2025-12-07,8016,4003,105,4,3.2,TRY
7056,2025-12-07,8037,2007,111,2,0.5,TRY
7057,2025-12-07,8029,4004,106,12,7.2,TRY
7058,2025-12-07,8004,2003,105,11,5.5,TRY
7059,2025-12-07,8047,3003,112,11,11.0,TRY
7060,2025-12-07,8036,4002,102,11,33.0,TRY
7061,2025-12-07,8011,3002,109,14,14.0,AED
7062,2025-12-07,8035,2005,103,11,11.0,TRY
7063,2025-12-07,8047,2002,112,5,1.25,TRY
7064,2025-12-07,8026,2001,102,1,0.25,TRY
7065,2025-12-07,8025,4004,101,11,6.6,TRY
7066,2025-12-07,8017,2006,101,2,0.5,TRY
7067,2025-12-08,8054,3002,110,11,11.0,USD
7068,2025-12-08,8025,2001,101,7,1.75,TRY
7069,2025-12-08,8029,3001,106,11,5.5,TRY
7070,2025-12-08,8014,4003,105,7,5.6,TRY
7071,2025-12-08,8006,2004,104,9,2.25,TRY
7072,2025-12-08,8031,2003,102,1,0.5,TRY
7073,2025-12-08,8046,2001,108,4,1.0,EUR
7074,2025-12-08,8037,3003,101,4,4.0,TRY
7075,2025-12-08,8005,4005,103,4,1.2,TRY
7076,2025-12-08,8019,3003,112,5,5.0,TRY
7077,2025-12-08,8008,2007,109,9,2.25,AED
7078,2025-12-09,8044,2002,108,1,0.25,EUR
7079,2025-12-09,8060,2006,104,4,1.0,TRY
7080,2025-12-09,8023,2004,102,5,1.25,TRY
7081,2025-12-09,8020,4002,106,9,27.0,TRY
7082,2025-12-09,8048,4002,105,2,6.0,TRY
7083,2025-12-09,8053,3003,104,11,11.0,TRY
7084,2025-12-10,8049,3002,101,2,2.0,TRY
7085,2025-12-10,8022,2005,112,12,12.0,TRY
7086,2025-12-10,8005,2005,103,9,9.0,TRY
7087,2025-12-10,8025,4003,101,1,0.8,TRY
7088,2025-12-10,8041,2006,112,8,2.0,TRY
7089,2025-12-10,8052,2005,102,14,14.0,TRY
7090,2025-12-10,8023,4003,101,2,1.6,TRY
7091,2025-12-10,8024,4003,102,11,8.8,TRY
7092,2025-12-10,8029,3001,106,1,0.5,TRY
7093,2025-12-10,8024,3002,111,4,4.0,TRY
7094,2025-12-11,8021,2006,103,14,3.5,TRY
7095,2025-12-11,8057,2002,103,12,3.0,TRY
7096,2025-12-11,8049,2003,101,11,5.5,TRY
7097,2025-12-11,8051,4001,102,14,21.0,TRY
7098,2025-12-11,8006,4002,101,7,21.0,TRY
7099,2025-12-11,8031,4001,111,7,10.5,TRY
7100,2025-12-11,8024,4001,101,9,13.5,TRY
7101,2025-12-11,8010,4001,109,4,6.0,AED
7102,2025-12-11,8019,2005,112,12,12.0,TRY
7103,2025-12-12,8018,4002,106,11,33.0,TRY
7104,2025-12-12,8009,4001,104,12,18.0,TRY
7105,2025-12-12,8022,2003,103,9,4.5,TRY
7106,2025-12-12,8012,4005,104,8,2.4,TRY
7107,2025-12-12,8057,2005,112,7,7.0,TRY
7108,2025-12-12,8050,2005,101,5,5.0,TRY
7109,2025-12-12,8020,3001,106,9,4.5,TRY
7110,2025-12-12,8005,4001,103,12,18.0,TRY
7111,2025-12-12,8052,3003,102,1,1.0,TRY
7112,2025-12-12,8032,2004,103,12,3.0,TRY
7113,2025-12-12,8036,2003,111,11,5.5,TRY
7114,2025-12-13,8039,2007,101,2,0.5,TRY
7115,2025-12-13,8038,4003,104,8,6.4,TRY
7116,2025-12-13,8037,2006,111,12,3.0,TRY
7117,2025-12-13,8050,2005,111,7,7.0,TRY
7118,2025-12-13,8043,4002,103,11,33.0,TRY
7119,2025-12-13,8036,3001,102,12,6.0,TRY
7120,2025-12-13,8001,2004,106,8,2.0,TRY
7121,2025-12-14,8048,2007,105,7,1.75,TRY
7122,2025-12-14,8041,2004,106,5,1.25,TRY
7123,2025-12-14,8030,2002,112,5,1.25,TRY
7124,2025-12-14,8018,2004,106,7,1.75,TRY
7125,2025-12-14,8037,4004,111,9,5.4,TRY
7126,2025-12-14,8047,4001,103,7,10.5,TRY
7127,2025-12-14,8028,4003,107,7,5.6,TRY
7128,2025-12-14,8003,2003,104,1,0.5,TRY
7129,2025-12-14,8044,2002,108,1,0.25,EUR
7130,2025-12-14,8012,2007,104,9,2.25,TRY
7131,2025-12-14,8005,2007,103,14,3.5,TRY
7132,2025-12-14,8019,4005,103,11,3.3,TRY
7133,2025-12-14,8044,2004,108,4,1.0,EUR
7134,2025-12-15,8005,2003,103,9,4.5,TRY
7135,2025-12-15,8052,4003,102,8,6.4,TRY
7136,2025-12-15,8052,2003,101,1,0.5,TRY
7137,2025-12-15,8027,2007,105,1,0.25,TRY
7138,2025-12-15,8047,2007,112,11,2.75,TRY
7139,2025-12-15,8010,3001,109,2,1.0,AED
7140,2025-12-15,8028,2007,103,12,3.0,TRY
7141,2025-12-15,8039,4003,102,7,5.6,TRY
7142,2025-12-16,8037,4002,102,8,24.0,TRY
7143,2025-12-16,8060,2007,104,2,0.5,TRY
7144,2025-12-16,8004,4001,105,8,12.0,TRY
7145,2025-12-16,8031,4003,101,4,3.2,TRY
7146,2025-12-16,8029,4003,106,5,4.0,TRY
7147,2025-12-16,8059,3002,104,5,5.0,TRY
7148,2025-12-16,8027,3002,105,2,2.0,TRY
7149,2025-12-16,8003,2004,104,8,2.0,TRY
7150,2025-12-16,8003,3001,104,8,4.0,TRY
7151,2025-12-16,8029,3002,106,11,11.0,TRY
7152,2025-12-17,8053,4003,104,8,6.4,TRY
7153,2025-12-17,8006,2004,104,11,2.75,TRY
7154,2025-12-17,8026,2003,101,5,2.5,TRY
7155,2025-12-17,8022,4004,103,7,4.2,TRY
7156,2025-12-17,8007,4005,105,5,1.5,TRY
7157,2025-12-17,8032,2004,103,9,2.25,TRY
7158,2025-12-17,8030,4002,103,11,33.0,TRY
7159,2025-12-17,8002,2003,109,14,7.0,TRY
7160,2025-12-18,8023,3002,102,12,12.0,TRY
7161,2025-12-18,8021,2004,112,1,0.25,TRY
7162,2025-12-18,8024,4004,102,12,7.2,TRY
7163,2025-12-18,8020,2005,106,14,14.0,TRY
7164,2025-12-18,8035,4003,103,5,4.0,TRY
7165,2025-12-18,8023,4002,111,7,21.0,TRY
7166,2025-12-18,8057,2007,112,12,3.0,TRY
7167,2025-12-18,8054,2004,110,8,2.0,USD
7168,2025-12-18,8059,2001,111,9,2.25,TRY
7169,2025-12-18,8023,2003,101,11,5.5,TRY
7170,2025-12-18,8051,2002,101,7,1.75,TRY
7171,2025-12-18,8020,4004,106,5,3.0,TRY
7172,2025-12-18,8002,4004,111,5,3.0,TRY
7173,2025-12-18,8042,4003,109,11,8.8,AED
7174,2025-12-19,8048,2006,105,2,0.5,TRY
7175,2025-12-19,8050,2002,111,11,2.75,TRY
7176,2025-12-19,8027,4004,105,5,3.0,TRY
7177,2025-12-19,8044,2003,108,7,3.5,EUR
7178,2025-12-19,8011,2002,109,12,3.0,AED
7179,2025-12-19,8009,2006,104,11,2.75,TRY
7180,2025-12-20,8017,4005,111,12,3.6,TRY
7181,2025-12-20,8048,4004,105,12,7.2,TRY
7182,2025-12-20,8057,2003,103,12,6.0,TRY
7183,2025-12-20,8038,2006,110,4,1.0,TRY
7184,2025-12-20,8035,4002,112,2,6.0,TRY
7185,2025-12-20,8018,2007,106,12,3.0,TRY
7186,2025-12-20,8053,3003,104,1,1.0,TRY
7187,2025-12-20,8004,3003,105,14,14.0,TRY
7188,2025-12-20,8038,2006,106,5,1.25,TRY
7189,2025-12-20,8057,2001,112,7,1.75,TRY
7190,2025-12-20,8028,4005,108,14,4.2,TRY
7191,2025-12-20,8001,2004,106,7,1.75,TRY
7192,2025-12-20,8012,2001,104,4,1.0,TRY
7193,2025-12-20,8001,2007,106,11,2.75,TRY
7194,2025-12-20,8037,4003,101,9,7.2,TRY
7195,2025-12-21,8053,3001,104,1,0.5,TRY
7196,2025-12-21,8011,4003,109,9,7.2,AED
7197,2025-12-21,8009,4005,104,1,0.3,TRY
7198,2025-12-21,8008,2004,109,4,1.0,AED
7199,2025-12-21,8036,2006,101,9,2.25,TRY
7200,2025-12-21,8028,2005,102,9,9.0,TRY
7201,2025-12-21,8055,4001,112,7,10.5,TRY
7202,2025-12-21,8025,3001,111,14,7.0,TRY
7203,2025-12-21,8057,3002,103,2,2.0,TRY
